fuente,tipo_fuente,justificacion,recorte_id,experienciador,tipo_emocion
la casta política argentina que promueve la soberanía pero desprestigia a las fuerzas armadas,actor,"La indignación surge al percibir que los mismos políticos que hablan de soberanía se dedican a desprestigiar y diferenciar a las fuerzas armadas, generando frustración y enojo en el público general.",DISCURSO_048_FR_021,Público general argentino,Indignación
los mismos que se llenaban la boca hablando de soberanía,actor,"El sentimiento de ira se desencadena por la conducta de los individuos que, aunque hablan de soberanía, se dedican a desprestigiar y diferenciar a las fuerzas, provocando la pérdida de años valiosos en el desarrollo militar.",DISCURSO_048_FR_021,Público general argentino,Ira
los mismos que se llenaban la boca hablando de soberanía,actor,"El grupo de personas que, a pesar de hablar de soberanía, se dedicó a desprestigiar y diferenciar a las fuerzas militares provocó la pérdida de años de desarrollo, generando frustración en el público general argentino.",DISCURSO_048_FR_021,Público general argentino,Frustración
los mismos que se llenaban la boca hablando de soberanía,actor,"El sentimiento de desilusión se origina porque ese grupo de personas, que antes promovían la soberanía, luego desprestigió y diferenció a las fuerzas militares, provocando la pérdida de años valiosos en el desarrollo de capacidades militares.",DISCURSO_048_FR_021,Público general argentino,Desilusión
la oposición,actor,"El alivio surge porque la oposición no logró destruir el afecto persistente de la sociedad por las fuerzas armadas, evitando así una amenaza que se percibía como peligrosa para el grupo que comparte los valores del presidente.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),alivio
el afecto persistente que tiene la sociedad por las fuerzas armadas argentinas,situacion,"El orgullo del partido se desencadena por la situación de que la sociedad mantiene un afecto constante hacia las fuerzas armadas, lo cual constituye un estado social que provoca la emoción.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
la persistencia del afecto de la sociedad por las fuerzas armadas argentinas,situacion,"La satisfacción del partido político de Javier Milei y su base electoral se desencadena por la situación de que la sociedad mantiene su afecto persistente hacia las fuerzas armadas, lo cual cumple la expectativa de que sus ideales y la relación con las fuerzas armadas se mantienen intactos.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),satisfacción
la no destrucción del afecto persistente de la sociedad por las fuerzas armadas,situacion,"El mensaje comunica que el afecto persistente de la sociedad por las fuerzas armadas no fue destruido, lo que genera una sensación de reconfort al saber que ese valor permanece intacto.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),reconfort
afecto persistente que tiene la sociedad por las fuerzas armadas argentinas,objeto,"El sentimiento de esperanza se desencadena por la constancia del afecto de la sociedad hacia las fuerzas armadas, que se presenta como un objeto emocional que mantiene la relación positiva.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),esperanza
la preservación del afecto persistente de la sociedad argentina por las fuerzas armadas,situacion,"El orgullo se desencadena al observar que el afecto que la sociedad argentina mantiene por las fuerzas armadas no ha sido destruido, lo que representa una situación de continuidad y valoración del vínculo con las fuerzas armadas.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),orgullo
el afecto persistente que tiene la sociedad por las fuerzas armadas argentinas,objeto,"La emoción de decepción surge porque la oposición política no logró destruir el afecto que la sociedad mantiene por las fuerzas armadas, y ese afecto persistente es el elemento concreto que provoca la sensación de fracaso.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),decepción
el intento de la oposición política de destruir el afecto persistente de la sociedad por las fuerzas armadas argentinas,situacion,"La frustración del experienciador surge por la imposibilidad de que la oposición política logre su objetivo de destruir el afecto, lo cual constituye un evento situacional que desencadena la emoción.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),frustración
el fracaso de la oposición al intentar destruir el afecto de la sociedad por las fuerzas armadas,situacion,"El sentimiento de vergüenza surge porque la oposición, al no lograr su objetivo de destruir el afecto de la sociedad por las fuerzas armadas, pierde credibilidad ante la sociedad, generando una sensación de vergüenza.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),vergüenza
el respeto y el reconocimiento que se merecen,situacion,"La emoción de orgullo surge por la situación de que las fuerzas del partido están recibiendo el respeto y reconocimiento que consideran merecidos, lo cual constituye un evento externo que desencadena la emoción.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Orgullo
dando vuelta esta triste página de la historia,situacion,"La emoción de esperanza surge al afirmar que están dando vuelta la triste página de la historia y escribiendo una nueva, lo que representa un cambio positivo y la posibilidad de un futuro mejor.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Esperanza
el hecho de dar vuelta la página triste de la historia y comenzar a escribir una nueva,situacion,"El optimismo surge de la situación de superar una etapa negativa y avanzar hacia una nueva era con respeto y reconocimiento, lo que genera esperanza y entusiasmo en el partido y su base.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Optimismo
el reconocimiento y respeto que reciben sus fuerzas,situacion,"La satisfacción se origina en la situación de que las fuerzas del partido obtienen el respeto y reconocimiento que merecen, lo cual constituye un evento positivo que desencadena la emoción.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Satisfacción
el acto de dar vuelta la triste página de la historia y comenzar a escribir una nueva,situacion,"La emoción de esperanza surge del contexto de un nuevo comienzo, donde se abandona una página triste y se inicia una nueva, lo que implica la posibilidad de que las fuerzas reciban el respeto y reconocimiento que merecen.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Esperanza
la situación de dar vuelta la página triste de la historia y comenzar a escribir una nueva,situacion,"El optimismo se desencadena por la circunstancia de dejar atrás una página triste de la historia y emprender la escritura de una nueva, lo cual simboliza renovación y esperanza.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Optimismo
el reconocimiento de las fuerzas,situacion,"El orgullo surge al percibir que las fuerzas reciben el respeto y reconocimiento que merecen, una situación de reconocimiento que valida su valor.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Orgullo
el reconocimiento y respeto que reciben nuestras fuerzas,situacion,"La satisfacción surge de la situación en la que las fuerzas reciben el respeto y reconocimiento que merecen, generando orgullo y contento en el público.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Satisfacción
la casta política,actor,"La indignación surge por las acciones de la casta política, la cual ha deteriorado la relación con las fuerzas, provocando que el experienciador sienta indignación.",DISCURSO_048_FR_023,Oposición política (la casta política) (tipo: contradestinatario),Indignación
reconciliación de las fuerzas armadas con la política,situacion,"La frase describe una acción concreta de reconciliación entre las fuerzas armadas y la política, un evento que genera orgullo en el partido.",DISCURSO_048_FR_024,prodestinatario,orgullo
reconciliación de las fuerzas armadas con la política,situacion,"El anuncio de reconciliación sugiere un futuro más estable, generando esperanza potencial en el partido y su base.",DISCURSO_048_FR_024,prodestinatario,esperanza
reconciliación de las fuerzas armadas con la política,situacion,"La acción de reconciliar las fuerzas armadas con la política constituye un evento concreto que genera estabilidad y, por ende, una sensación de seguridad en el partido y su base.",DISCURSO_048_FR_024,prodestinatario,seguridad
reconciliación de las fuerzas armadas con la política,situacion,El acto de reconciliar las fuerzas armadas con la política constituye un evento externo que genera una sensación de estabilidad y seguridad en el público general.,DISCURSO_048_FR_024,paradestinatario,seguridad
el anuncio de la reconciliación de las fuerzas armadas con la política,situacion,El anuncio de que las fuerzas armadas se están reconcilando con la política constituye un evento concreto que puede generar confianza en el público general hacia el gobierno.,DISCURSO_048_FR_024,paradestinatario,confianza
reconciliación de las fuerzas armadas con la política,situacion,"La oposición percibe la reconciliación de las fuerzas armadas con la política como una amenaza a su poder, lo que desencadena su indignación.",DISCURSO_048_FR_024,contradestinatario,indignación
la reconciliación de las fuerzas armadas con la política,situacion,"El miedo del contradestinatario se origina en la situación de que las fuerzas armadas se están reconcilando con la política, lo cual amenaza con cambiar el equilibrio de poder y generar incertidumbre.",DISCURSO_048_FR_024,contradestinatario,miedo
reconciliación de las fuerzas armadas con la política,situacion,"La oposición percibe que la reconciliación entre las fuerzas armadas y la política favorece a las fuerzas armadas, lo que genera resentimiento. El evento concreto que desencadena la emoción es la reconciliación de las fuerzas armadas con la política.",DISCURSO_048_FR_024,contradestinatario,resentimiento
gobierno,actor,"El orgullo se desencadena por la promesa del gobierno de acompañar y respaldar a la nueva generación, además de honrar el legado histórico, lo que constituye una acción concreta de un actor que genera la emoción.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,orgullo
la promesa de acompañamiento y jerarquización de las fuerzas por parte del gobierno,situacion,"La esperanza surge de la expectativa de que el gobierno cumplirá con su promesa de acompañar y jerarquizar las tres fuerzas, lo cual constituye una situación futura que genera optimismo en la base electoral.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,esperanza
el gobierno,actor,"El discurso menciona que el gobierno hará todo lo posible para acompañar y apoyar a la base electoral, lo cual actúa como fuente de la emoción de confianza.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,confianza
gobierno,actor,"El discurso promete que el gobierno acompañará a los egresados y hará todo lo posible para jerarquizar las tres fuerzas, honrando el legado histórico, lo cual genera esperanza en el público general argentino.",DISCURSO_048_FR_025,Público general argentino,esperanza
el legado de Roca y San Martín,experiencia,El reconocimiento del legado histórico de Roca y San Martín genera orgullo nacional en el público argentino.,DISCURSO_048_FR_025,Público general argentino,orgullo
gobierno argentino,actor,La promesa de acompañamiento y apoyo del gobierno argentino genera confianza en el público general argentino.,DISCURSO_048_FR_025,Público general argentino,confianza
el gobierno,actor,"El discurso presenta al gobierno como el actor que ofrece apoyo y jerarquiza las tres fuerzas, lo que provoca que la oposición perciba una exclusión y genere resentimiento.",DISCURSO_048_FR_025,Oposición política (la casta política),resentimiento
el gobierno,actor,"El gobierno, al acompañar y jerarquizar las tres fuerzas, refuerza su posición y excluye a la oposición, lo que provoca frustración en los miembros de la oposición política.",DISCURSO_048_FR_025,Oposición política (la casta política),frustración
el discurso del partido,objeto,"El discurso se percibe como propaganda que favorece al partido, generando indignación en la oposición.",DISCURSO_048_FR_025,Oposición política (la casta política),indignación
los desafíos que atraviesa nuestra patria,situacion,"El orgullo se desencadena al reconocer que la nación enfrenta retos sin precedentes, lo que implica que el partido y su base están llamados a responder con coraje, decisión y responsabilidad, generando un sentimiento de honor y pertenencia.",DISCURSO_048_FR_026,Partido político de Javier Milei y su base electoral,orgullo
los desafíos que atraviesa nuestra patria,situacion,"Los desafíos externos que enfrenta la nación son la circunstancia que impulsa a la base electoral a comprometerse con coraje, decisión y responsabilidad, generando motivación.",DISCURSO_048_FR_026,Partido político de Javier Milei y su base electoral,motivación
los desafíos que atraviesa nuestra patria,situacion,"La frase destaca que los retos actuales de la nación exigen preparación y acción, lo que provoca inspiración en el público al reconocer la urgencia y la necesidad de actuar con coraje, decisión y responsabilidad.",DISCURSO_048_FR_026,Público general argentino,inspiración
los desafíos que atraviesa nuestra patria,situacion,"La frase señala que los retos que enfrenta el país exigen preparación y acción, generando un sentido de deber y responsabilidad en el público.",DISCURSO_048_FR_026,Público general argentino,responsabilidad
los desafíos que atraviesa nuestra patria,situacion,"La frase indica que la presión surge de los retos que enfrenta el país, por lo que la fuente de la emoción es la situación de dichos desafíos.",DISCURSO_048_FR_026,Público general argentino,presión
el presidente,actor,"La oposición percibe las exigencias del presidente como una sobreposición de poder, lo que provoca indignación. El presidente, como actor que impone esas exigencias, es la fuente concreta de la emoción.",DISCURSO_048_FR_026,Oposición política (la casta política),indignación
la imposición de nuevas demandas por parte del gobierno,situacion,"La oposición política se frustra al enfrentar nuevas exigencias impuestas por el gobierno, lo que reduce su espacio para la crítica y aumenta la presión sobre sus miembros.",DISCURSO_048_FR_026,Oposición política (la casta política),frustración
la batalla de caseros,situacion,"El discurso menciona la batalla de Caseros, un evento histórico que simboliza valor nacional, lo que provoca orgullo en el partido y su base.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
el sitio histórico de la batalla de Caseros,espacio,"El discurso menciona el lugar donde ocurrió la batalla de Caseros, un sitio con gran significado histórico y militar, lo que provoca reverencia en el público.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),reverencia
la batalla de Caseros,situacion,"La referencia a la batalla de Caseros, un evento histórico que ocurrió hace 172 años, actúa como una situación concreta que evoca recuerdos del pasado y genera nostalgia en el público del partido.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),nostalgia
la batalla de Caseros,situacion,"El discurso menciona la batalla de Caseros, un hito histórico nacional que sirve como evento externo que provoca orgullo en la audiencia.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),orgullo
la batalla de Caseros,situacion,"La referencia al evento histórico de la batalla de Caseros, ocurrido hace 172 años, genera reverencia en el público al recordar la importancia y el legado de ese acontecimiento.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),reverencia
la batalla de Caseros,situacion,"La nostalgia se desencadena al recordar el evento histórico de la batalla de Caseros que ocurrió hace 172 años, evocando recuerdos y sentimientos de pasado.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),nostalgia
el discurso que enfatiza la relación entre el Estado y las Fuerzas Armadas y la restauración del respeto,objeto,"El discurso concreto, al resaltar la relación Estado‑Fuerzas Armadas y la restauración del respeto, se percibe por la oposición como una amenaza a su posición, provocando indignación.",DISCURSO_048_FR_027,Oposición política (la casta política) (contradestinatario),indignación
prevalecer contra la tiranía rosista,situacion,"La emoción de orgullo se desencadena por la acción concreta de los camaradas de armas al prevalecer contra la tiranía rosista, un evento histórico que constituye la situación que provoca la emoción.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
un llamado histórico,situacion,El llamado histórico a prevalecer contra la tiranía rosista actúa como un evento que impulsa la motivación de los miembros del partido y su base electoral.,DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),motivación
llamado histórico,situacion,"El llamado histórico a la acción frente a la tiranía rosista constituye un evento externo que motiva a los camaradas a estar a la altura y prevalecer, generando así la emoción de determinación.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),determinación
llamado histórico,situacion,El llamado histórico a prevalecer contra la tiranía rosista constituye una situación de urgencia y propósito que inspira al público general argentino.,DISCURSO_048_FR_028,Público general argentino (paradestinatario),inspiración
llamado histórico,situacion,"La esperanza se origina en la promesa de prevalecer contra la tiranía rosista, la cual se expresa como un llamado histórico que constituye un evento concreto que motiva la expectativa de victoria.",DISCURSO_048_FR_028,Público general argentino (paradestinatario),esperanza
"el orador que etiqueta a la oposición como ""tiranía rosista""",actor,"El origen de la indignación es la acusación explícita del orador de que la oposición constituye una ""tiranía rosista"", lo cual constituye una acción de etiquetado dirigida a la oposición y provoca la emoción de indignación en los receptores.",DISCURSO_048_FR_028,Oposición política (la casta política) (contradestinatario),indignación
memoria del héroe,experiencia,"El discurso alude a la memoria de un héroe como ejemplo a seguir, lo que provoca orgullo en el partido y su base al asociar sus valores con la historia y la valentía.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,orgullo
la memoria de un modelo a seguir,experiencia,"La frase indica que la memoria de un ejemplo o modelo a seguir debe motivar a la audiencia, por lo que la fuente de la emoción es la experiencia de recordar a ese modelo.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,motivación
memoria de un líder histórico,experiencia,"El discurso menciona que la ""memoria"" debe ser un ejemplo y modelo a seguir, lo que indica que la fuente de la inspiración es la experiencia de recordar a ese líder histórico.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,inspiración
la memoria del héroe,experiencia,"El recuerdo de la memoria del héroe actúa como modelo a seguir, generando orgullo en el público.",DISCURSO_048_FR_029,Público general argentino,orgullo
la memoria del héroe,experiencia,"El discurso invita a que la memoria de una persona (el héroe) sea un ejemplo y modelo a seguir, lo que provoca inspiración en el público. La memoria es una vivencia pasada que actúa como fuente de motivación.",DISCURSO_048_FR_029,Público general argentino,inspiración
la nación,actor,"El enunciado que la nación cuenta con los oficiales genera orgullo al reconocer su importancia y liderazgo, por lo que la nación actúa como fuente de la emoción de orgullo.",DISCURSO_048_FR_030,Partido político de Javier Milei y su base electoral,Pride
los oficiales que hoy egresan,actor,"La frase expresa confianza en la capacidad y responsabilidad de los oficiales que están egresando, por lo que la fuente de la emoción es el propio grupo de oficiales, actuando como actor que provoca la sensación de seguridad y respaldo en el grupo partidario.",DISCURSO_048_FR_030,Partido político de Javier Milei y su base electoral,Confidence
la nación cuenta con ustedes,situacion,"El anuncio de que la nación cuenta con los oficiales crea una situación de apoyo y reconocimiento que proyecta un futuro positivo, generando esperanza en la audiencia.",DISCURSO_048_FR_030,Público general argentino,Hope
la nación,actor,"El mensaje expresa que la nación confía en los oficiales egresados, lo que genera una sensación de confianza en la institución.",DISCURSO_048_FR_030,Público general argentino,Trust
declaración política del gobierno,objeto,"La oposición percibe la declaración como una maniobra política, por lo que la fuente de su escepticismo es la propia declaración política emitida por el gobierno.",DISCURSO_048_FR_030,Oposición política (la casta política),Skepticism
la graduación de oficiales,situacion,La oposición política siente indiferencia porque el evento de graduación de oficiales no les afecta directamente; la situación de la graduación es la causa que desencadena la emoción.,DISCURSO_048_FR_030,Oposición política (la casta política),Indifference
la nación,actor,"La frase ""ustedes pueden contar con la nación"" presenta a la nación como la entidad que brinda apoyo y respaldo, lo que genera confianza en el partido y su base electoral.",DISCURSO_048_FR_031,Partido político de Javier Milei y su base electoral,confianza
la nación,actor,"El mensaje indica que la nación es la entidad que brinda respaldo y promesa de futuro, generando esperanza en el partido y su base electoral.",DISCURSO_048_FR_031,Partido político de Javier Milei y su base electoral,esperanza
la nación,actor,La promesa de apoyo hecha por la nación genera confianza en el público argentino.,DISCURSO_048_FR_031,Público general argentino,confianza
la nación,actor,"El mensaje afirma que el público puede contar con la nación, lo que posiciona a la nación como el agente que brinda respaldo y, por ende, la fuente de la sensación de seguridad.",DISCURSO_048_FR_031,Público general argentino,seguridad
el gobierno,actor,"La promesa de la nación hecha por el gobierno se percibe como una amenaza a la influencia de la oposición, generando inseguridad.",DISCURSO_048_FR_031,Oposición política (la casta política),inseguridad
la nación,actor,"El sentimiento de resentimiento surge porque la oposición percibe que la nación favorece a su grupo, lo que genera una sensación de injusticia y desconfianza.",DISCURSO_048_FR_031,Oposición política (la casta política),resentimiento
los hombres y mujeres de nuestras fuerzas armadas que contribuyeron a la formación de nuestros nuevos oficiales,actor,"El reconocimiento de la contribución de los militares genera orgullo en el partido, pues su labor de formación de oficiales se percibe como un acto de valor y orden que refuerza los valores partidarios.",DISCURSO_048_FR_032,Partido político de Javier Milei y su base electoral,orgullo
hombres y mujeres de nuestras fuerzas armadas,actor,El reconocimiento público de la labor de las fuerzas armadas genera respeto en la audiencia general.,DISCURSO_048_FR_032,Público general argentino,respeto
la responsabilidad de educar en competencias y valores a la nueva camada,situacion,"El orgullo surge porque el partido percibe que se le ha confiado la importante tarea de educar a la nueva generación, lo que refuerza su sentido de logro y legitimidad.",DISCURSO_048_FR_033,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
la pesada responsabilidad de educar en competencias y valores a esta nueva camada,situacion,"La frase indica que la responsabilidad recae sobre el partido y su base electoral, lo que constituye una circunstancia externa y exigente que provoca ansiedad al percibirse como una carga pesada a cumplir.",DISCURSO_048_FR_033,Partido político de Javier Milei y su base electoral (prodestinatario),ansiedad
la responsabilidad de educar en competencias y valores a esta nueva camada,situacion,El público siente esperanza porque la responsabilidad de educar en competencias y valores a la nueva generación implica la posibilidad de un futuro mejor.,DISCURSO_048_FR_033,Público general argentino (paradestinatario),esperanza
fuerzas armadas,actor,"El discurso atribuye a las fuerzas armadas la pesada responsabilidad de educar en competencias y valores a la nueva camada, lo que genera en el público general argentino una sensación de confianza en que dichas instituciones cumplirán con dicha tarea.",DISCURSO_048_FR_033,Público general argentino (paradestinatario),confianza
las fuerzas armadas,actor,"La indignación surge porque la oposición percibe que se asigna a las fuerzas armadas la pesada responsabilidad de educar en competencias y valores, lo cual se interpreta como una carga indebida sobre ese grupo.",DISCURSO_048_FR_033,Oposición política (la casta política) (contradestinatario),indignación
la pesada responsabilidad de educar en competencias y valores a esta nueva camada,situacion,"El resentimiento de la oposición surge por la percepción de que se les ha asignado una carga de responsabilidad excesiva, lo cual constituye una circunstancia externa que desencadena la emoción.",DISCURSO_048_FR_033,Oposición política (la casta política) (contradestinatario),resentimiento
los graduados,actor,"El sentimiento de orgullo proviene de la expectativa de que los graduados, como actores externos, hagan sentir orgullosos al partido político de Javier Milei y su base electoral.",DISCURSO_048_FR_034,Partido político de Javier Milei y su base electoral,orgullo
los graduados,actor,"Los graduados, al realizar sus logros y presentaciones, provocan que el público general argentino sienta orgullo.",DISCURSO_048_FR_034,Público general argentino,orgullo
los graduados,actor,"El sentimiento de orgullo proviene de la expectativa de que los graduados, como actores externos, realicen acciones que hagan sentir orgullosos a la oposición política.",DISCURSO_048_FR_034,Oposición política (la casta política),orgullo
los familiares de nuestros oficiales,actor,"El sentimiento de gratitud se origina en el reconocimiento del acompañamiento y apoyo permanente que brindan los familiares de los oficiales, quienes son la causa directa de la emoción expresada.",DISCURSO_048_FR_035,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),gratitud
los familiares de nuestros oficiales,actor,"El reconocimiento del acompañamiento y apoyo permanente de las familias de los oficiales genera orgullo en el partido y su base electoral, ya que perciben la fortaleza y el respaldo de su red de apoyo.",DISCURSO_048_FR_035,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
los familiares de nuestros oficiales,actor,"El agradecimiento se dirige a los familiares de los oficiales por su acompañamiento y apoyo permanente, lo que provoca en el público un sentimiento de aprecio. La fuente de la emoción es, por tanto, el grupo de personas (los familiares) que actúan como soporte emocional y logístico.",DISCURSO_048_FR_035,Público general argentino (tipo: paradestinatario),aprecio
feliz navidad,situacion,El deseo de que la audiencia tenga una feliz navidad constituye una situación festiva que genera alegría en el partido y su base electoral.,DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),felicidad
el próximo año,situacion,"El optimismo se origina en la expectativa de las oportunidades y posibilidades que ofrece el próximo año, motivando a planificar en grande.",DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),optimismo
invitación a planificar en grande para el próximo año,objeto,"La emoción de motivación se desencadena por la invitación concreta a planificar en grande, que actúa como un objeto motivador dentro del discurso.",DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),motivación
el hablante,actor,"El deseo expresado por el hablante de que el público tenga una feliz Navidad y planifique en grande genera una emoción de felicidad en el público, por lo que la fuente de la emoción es el actor que emite el mensaje.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),felicidad
el próximo año,situacion,"La emoción de optimismo se desencadena por la perspectiva de planificar en grande para el próximo año, lo que constituye una situación futura que genera expectativas positivas.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),optimismo
invitación a planificar en grande para el próximo año,situacion,"La frase invita al público a planificar en grande, creando una circunstancia que estimula la motivación para el futuro.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),motivación
la Navidad,situacion,"El deseo de una feliz Navidad genera una emoción de felicidad en la oposición, ya que la celebración de la Navidad es un evento positivo que provoca dicha emoción.",DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),felicidad
el próximo año,situacion,"El optimismo se desencadena por la perspectiva de planificar en grande para el próximo año, lo que constituye una situación futura que genera expectativas positivas.",DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),optimismo
la invitación a planificar en grande para el próximo año,situacion,El discurso motiva al oyente al proponerles planificar en grande para el próximo año; la propuesta de planificación constituye una situación externa que desencadena la emoción de motivación.,DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),motivación
Dios,actor,El mensaje de bendición y la referencia a las fuerzas del cielo invocan a una entidad divina que actúa como fuente de esperanza para la base electoral.,DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,hope
dios,actor,"La frase invoca a Dios como fuente de bendición y protección, lo que provoca en la audiencia una sensación de fe en un poder superior.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,faith
las fuerzas del cielo,actor,"La expresión ""las fuerzas del cielo nos acompañen"" invoca la presencia de un poder divino que brinda protección y apoyo, generando una sensación de seguridad y tranquilidad en la audiencia.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,reassurance
la bendición ofrecida por el orador,situacion,"El sentimiento de gratitud surge del evento concreto de que el orador (Javier Milei) pronuncie una bendición dirigida a la audiencia, lo cual constituye una situación que provoca la emoción.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,gratitude
Dios,actor,"El discurso menciona una bendición y acompañamiento de ""Dios"" y ""las fuerzas del cielo"", entidades divinas que actúan como fuente de esperanza para el público argentino.",DISCURSO_048_FR_037,Público general argentino,hope
Dios,actor,"La invocación de ""Dios"" y las ""fuerzas del cielo"" actúa como fuente directa de la emoción de fe, ya que la referencia a un ser divino provoca la sensación de confianza y creencia en lo trascendental.",DISCURSO_048_FR_037,Público general argentino,faith
